name;identifier;SMILES;inchikey;MW;LogP;pubchem;drugbank;pdb;chEMBL;membrane;method;temperature;charge;note;X_min;X_min_acc;G_pen;G_pen_acc;G_wat;G_wat_acc;LogK;LogK_acc;LogPerm;LogPerm_acc;theta;theta_acc;abs_wl;abs_wl_acc;fluo_wl;fluo_wl_acc;QY;QY_acc;lt;lt_acc;primary_reference;secondary_reference
4-hydroxy-3-(3-oxo-1-phenylbutyl)chromen-2-one;MM00095;CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O;PJVWKTKQMONHTI-UHFFFAOYSA-N;308.333;3.61;54678486;DB00682;;CHEMBL1464;CACO;ECACO;37;-1;;;;;;;;;;-4.42;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
Corticosterone;MM00346;CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12;OMFXVFTZEKFJBZ-UHFFFAOYSA-N;346.467;2.67;5753;DB04652;C0R;CHEMBL110739;CACO;ECACO;37;0;;;;;;;;;;-4.26;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
Hydrocortisone;MM00044;CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO;JYGXADMDTFJGBT-UHFFFAOYSA-N;362.466;1.78;5754;DB00741;HCY;CHEMBL389621;CACO;ECACO;37;0;;;;;;;;;;-4.67;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
Felodipine;MM00363;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl;RZTAMFZIAATZDJ-UHFFFAOYSA-N;384.253;3.96;3333;DB01023;;CHEMBL1480;CACO;ECACO;37;0;;;;;;;;;;-4.64;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
Dexamethasone;MM00355;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;UREBDLICKHMUKA-CXSFZGCWSA-N;392.467;1.9;5743;DB01234;DEX;CHEMBL384467;CACO;ECACO;37;0;;;;;;;;;;-4.9;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
Sulfasalazine;MM00690;O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O;NCEXYHBECQHGNR-UHFFFAOYSA-N;398.393;3.7;5359476;DB00795;SAS;CHEMBL421;CACO;ECACO;37;"-2, -1";;;;;;;;;;-6.89;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
Pr-norfloxacin;MM01438;;;;;;;;;CACO;ECACO;37;;;;;;;;;;;-4.47;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
Me-ciprofloxacin;MM01307;CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1;TXJIOKSSHCOKKH-UHFFFAOYSA-N;345.374;1.93;465907;;;CHEMBL429961;CACO;ECACO;37;;;;;;;;;;;-4.59;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
Pr-ciprofloxacin;MM01439;;;;;;;;;CACO;ECACO;37;;;;;;;;;;;-4.49;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
Bu-ciprofloxacin;MM01440;;;;;;;;;CACO;ECACO;37;;;;;;;;;;;-4.52;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
CNV97100;MM00727;CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1.O=C(O)C(F)(F)F;URJUNYOPXJPQGS-UHFFFAOYSA-N;459.398;2.61;46781144;;;;CACO;ECACO;37;;;;;;;;;;;-5.2;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
CNV97101;MM01441;;;;;;;;;CACO;ECACO;37;;;;;;;;;;;-4.66;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
"1-cyclopropyl-7-(4-ethyl-3-methylpiperazin-1-yl)-6-fluoro-4-oxoquinoline-3-carboxylic acid";MM00728;CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C;POMKZSJIYNWBRP-UHFFFAOYSA-N;373.428;2.7;10109876;;;;CACO;ECACO;37;;;;;;;;;;;-4.77;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
CNV97103;MM00729;CCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C;WPGHZQMHNTXSAF-UHFFFAOYSA-N;387.455;3.09;13326823;;;;CACO;ECACO;37;;;;;;;;;;;-4.82;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
"7-(4-butyl-3-methylpiperazin-1-yl)-1-cyclopropyl-6-fluoro-4-oxoquinoline-3-carboxylic acid";MM00730;CCCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C;QPVCGSGGZMAACV-UHFFFAOYSA-N;401.482;3.48;13385166;;;;CACO;ECACO;37;;;;;;;;;;;-4.86;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
Ofloxacin;MM00769;CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23;GSDSWSVVBLHKDQ-UHFFFAOYSA-N;361.373;1.54;4583;DB01165;;CHEMBL4;CACO;ECACO;37;;;;;;;;;;;-4.96;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
"6-fluoro-1-(4-fluorophenyl)-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid";MM00771;O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O;XBHBWNFJWIASRO-UHFFFAOYSA-N;385.371;2.38;56208;DB11491;;CHEMBL37858;CACO;ECACO;37;;;;;;;;;;;-5.35;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
Flumequine;MM00646;CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23;DPSPPJIUMHPXMA-UHFFFAOYSA-N;261.252;2.35;3374;DB08972;;CHEMBL370252;CACO;ECACO;37;;;;;;;;;;;-4.54;;;;;;;;;;;;"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004.";"Bermejo M., Avdeef A., Ruiz A., Nalda R., Ruell J.A., Tsinman O., González I., Fernández C., Sánchez G., Garrigues T.M, Merino V.: PAMPA - A drug absorption in vitro model: 7. Comparing rat in situ, Caco-2, and PAMPA permeability of fluoroquinolones. Eur. J. Pharm. Sci. 21, 429–441, 2004."
Boc-Trp;MM01089;CC(C)(C)OC(=O)NC(Cc1cc2ccccc2[nH]1)C(=O)O;WXYGVKADAIJGHB-UHFFFAOYSA-N;304.346;2.69;44424848;;;;CACO;CVOLSURF;25;-1;;;;;;;;;;-5.81;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
Cbz-Trp;MM01090;O=C(NC(Cc1cc2ccccc2[nH]1)C(=O)O)OCc1ccccc1;DZJWNXSZBKGYKP-UHFFFAOYSA-N;338.363;3.09;44424857;;;;CACO;CVOLSURF;25;-1;;;;;;;;;;-5.67;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
Fmoc-Trp;MM01091;O=C(NC(Cc1cc2ccccc2[nH]1)C(=O)O)OCC1c2ccccc2-c2ccccc21;KUROROGTRLAIQQ-UHFFFAOYSA-N;426.472;4.7;44424858;;;;CACO;CVOLSURF;25;-1;;;;;;;;;;-4.96;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
L-Tryptophanamide;MM01079;NC(=O)C(N)Cc1c[nH]c2ccccc12;JLSKPBDKNIXMBS-UHFFFAOYSA-N;203.245;0.52;439356;;;CHEMBL1229086;CACO;CVOLSURF;25;0;;;;;;;;;;-5.88;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
(2S)-2-acetamido-3-(1H-indol-3-yl)propanamide;MM01076;CC(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O;HNGIZKAMDMBRKJ-UHFFFAOYSA-N;245.282;0.7;94230;;;;CACO;CVOLSURF;25;-1;;;;;;;;;;-5.71;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
Gly-Trp-NH2;MM01081;NCC(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O;YZMFLZVJQTUTKK-UHFFFAOYSA-N;260.297;-0.36;3081965;;;;CACO;CVOLSURF;25;0;;;;;;;;;;-6.56;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
Phe-Trp-NH2;MM01083;NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)Cc1ccccc1;GVIJYQOEFGLWKI-UHFFFAOYSA-N;350.422;1.25;7020143;;;;CACO;CVOLSURF;25;1;;;;;;;;;;-5.76;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
Trp-Ala-Val-NH2;MM01092;CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(C(N)=O)C(C)C;FSIVAWBKYORDEB-UHFFFAOYSA-N;373.457;0.17;44424859;;;;CACO;CVOLSURF;25;1;;;;;;;;;;-6.44;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
N-Acetyl-L-tryptophyl-L-valinamide;MM01093;CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(N)=O)C(C)C;ZFFQYIRICYOHAN-UHFFFAOYSA-N;344.415;0.84;44424860;;;;CACO;CVOLSURF;25;0;;;;;;;;;;-6.02;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
N-Acetyl-D-tryptophyl-L-valinamide;MM01094;CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(N)=O)C(C)C;ZFFQYIRICYOHAN-UHFFFAOYSA-N;344.415;0.84;44424861;;;;CACO;CVOLSURF;25;0;;;;;;;;;;-5.91;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
Ac-Tyr-Leu-NH2;MM01088;CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(N)=O;WGDDMZFVKNOORS-UHFFFAOYSA-N;335.404;0.46;14562813;;;;CACO;CVOLSURF;25;0;;;;;;;;;;-6.05;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
Ac-Tyr-Phe-NH2;MM01086;CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O;QJOFRQKWYZAXIZ-UHFFFAOYSA-N;369.421;0.65;11068626;;;;CACO;CVOLSURF;25;0;;;;;;;;;;-6.17;;;;;;;;;;;;"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732";"Fujikawa M., Ano R., Nakao K., Shimizu R., Akamatsu M., Relationships between structure and high-throughput screening permeability of diverse drugs with artificial membranes: Application to prediction of Caco-2 cell permeability. Bioorg. Med. Chem. 13 (2005) 4721-4732"
